date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
Oct,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,30.9 °C,26.3 °C,21.8 °C,25 °C,22.6 °C,21.1 °C,97%,85%,66%,8 kph,2 kph,21 kph,1017 hPa,994 hPa,971 hPa,0.3 mm
2,29.7 °C,26.1 °C,22.4 °C,24.4 °C,22.7 °C,21.1 °C,97%,90%,71%,18 kph,2 kph,39 kph,1016 hPa,1010 hPa,1003 hPa,46 mm
3,31.3 °C,27.2 °C,23 °C,24.4 °C,23 °C,22.2 °C,98%,91%,67%,13 kph,3 kph,27 kph,1020 hPa,993 hPa,966 hPa,20.1 mm
4,27.6 °C,25.2 °C,22.8 °C,23.9 °C,22.7 °C,21.7 °C,97%,92%,77%,10 kph,2 kph,16 kph,1010 hPa,991 hPa,971 hPa,13.2 mm
5,28.9 °C,26 °C,23.1 °C,24.4 °C,22.7 °C,22.2 °C,97%,92%,76%,14 kph,3 kph,26 kph,1016 hPa,997 hPa,977 hPa,2.3 mm
6,31.5 °C,27.1 °C,22.7 °C,23.9 °C,22.4 °C,21.1 °C,97%,87%,66%,14 kph,4 kph,26 kph,1015 hPa,989 hPa,963 hPa,11.9 mm
7,33 °C,27.3 °C,21.7 °C,24.4 °C,22.7 °C,21.1 °C,98%,83%,55%,10 kph,3 kph,14 kph,1015 hPa,990 hPa,966 hPa,0 mm
8,33.7 °C,27.8 °C,21.9 °C,24.4 °C,22.6 °C,21.1 °C,96%,83%,56%,10 kph,3 kph,19 kph,1016 hPa,996 hPa,975 hPa,11.4 mm
9,32.9 °C,27.4 °C,21.9 °C,24.4 °C,22.4 °C,21.1 °C,97%,84%,55%,10 kph,4 kph,18 kph,1017 hPa,994 hPa,970 hPa,0.8 mm
10,31.1 °C,26.6 °C,22.2 °C,24.4 °C,22.5 °C,21.1 °C,97%,88%,66%,18 kph,4 kph,34 kph,1013 hPa,992 hPa,972 hPa,62.2 mm
11,28.8 °C,25.3 °C,21.8 °C,24.4 °C,22.6 °C,21.1 °C,98%,92%,73%,16 kph,2 kph,23 kph,1019 hPa,998 hPa,978 hPa,52.6 mm
12,28.1 °C,25.2 °C,22.4 °C,24.4 °C,22.3 °C,21.7 °C,97%,93%,78%,13 kph,3 kph,23 kph,1016 hPa,998 hPa,980 hPa,26.4 mm
13,29 °C,25.6 °C,22.2 °C,24.4 °C,22.5 °C,21.7 °C,98%,91%,76%,10 kph,3 kph,18 kph,1016 hPa,996 hPa,976 hPa,1 mm
14,30.8 °C,26.8 °C,22.8 °C,24.4 °C,22.7 °C,21.1 °C,97%,86%,65%,14 kph,5 kph,26 kph,1014 hPa,996 hPa,978 hPa,0 mm
15,28.7 °C,25.5 °C,22.3 °C,24.4 °C,22.7 °C,21.1 °C,95%,89%,78%,11 kph,5 kph,19 kph,1014 hPa,1009 hPa,1005 hPa,1.3 mm
16,30.7 °C,26.6 °C,22.4 °C,24.4 °C,22.8 °C,21.7 °C,96%,86%,70%,8 kph,3 kph,16 kph,1017 hPa,1012 hPa,1007 hPa,0 mm
17,31.3 °C,26.9 °C,22.4 °C,24.4 °C,23 °C,21.7 °C,98%,88%,64%,10 kph,2 kph,18 kph,1016 hPa,1011 hPa,1006 hPa,1.5 mm
18,31.1 °C,26.7 °C,22.2 °C,25 °C,23.2 °C,21.1 °C,97%,88%,70%,10 kph,3 kph,18 kph,1015 hPa,1008 hPa,1001 hPa,6.6 mm
19,29.4 °C,26.2 °C,23 °C,24.4 °C,23.2 °C,22.2 °C,97%,92%,75%,11 kph,4 kph,27 kph,1016 hPa,998 hPa,980 hPa,109.5 mm
20,30.3 °C,26.2 °C,22.1 °C,25 °C,22.6 °C,21.1 °C,97%,90%,69%,10 kph,3 kph,19 kph,1016 hPa,988 hPa,959 hPa,23.4 mm
21,31.8 °C,27.1 °C,22.4 °C,25 °C,23.1 °C,21.1 °C,97%,87%,64%,16 kph,3 kph,23 kph,1014 hPa,989 hPa,964 hPa,33.3 mm
22,33.2 °C,27.2 °C,21.3 °C,25 °C,22.6 °C,20.6 °C,97%,84%,57%,8 kph,3 kph,19 kph,1016 hPa,994 hPa,973 hPa,0.3 mm
23,33.2 °C,27.9 °C,22.7 °C,25 °C,22.9 °C,21.7 °C,96%,84%,56%,11 kph,3 kph,29 kph,1016 hPa,1000 hPa,984 hPa,8.1 mm
24,33.1 °C,27.8 °C,22.6 °C,24.4 °C,23 °C,21.7 °C,97%,84%,58%,10 kph,2 kph,18 kph,1021 hPa,1011 hPa,1002 hPa,0 mm
25,31.7 °C,26.9 °C,22.2 °C,24.4 °C,22.3 °C,21.1 °C,98%,84%,59%,11 kph,4 kph,21 kph,1016 hPa,1012 hPa,1007 hPa,0.3 mm
26,30.8 °C,26.8 °C,22.7 °C,24.4 °C,22.3 °C,20.6 °C,95%,84%,66%,13 kph,7 kph,24 kph,1021 hPa,1001 hPa,982 hPa,29 mm
27,29.2 °C,25.8 °C,22.4 °C,24.4 °C,22.3 °C,21.1 °C,94%,85%,71%,11 kph,5 kph,19 kph,1016 hPa,998 hPa,981 hPa,2.8 mm
28,31.1 °C,27.2 °C,23.3 °C,24.4 °C,22.6 °C,21.7 °C,94%,81%,64%,13 kph,6 kph,26 kph,1017 hPa,1012 hPa,1006 hPa,0.5 mm
29,31.9 °C,27.1 °C,22.3 °C,25 °C,22.4 °C,21.1 °C,96%,86%,61%,16 kph,5 kph,35 kph,1015 hPa,1008 hPa,1000 hPa,24.4 mm
30,31.1 °C,26.7 °C,22.3 °C,24.4 °C,22.6 °C,21.1 °C,96%,87%,67%,11 kph,3 kph,18 kph,1019 hPa,998 hPa,977 hPa,1.5 mm
31,32.2 °C,27.3 °C,22.4 °C,25 °C,22.6 °C,21.7 °C,97%,89%,62%,10 kph,3 kph,18 kph,1014 hPa,991 hPa,968 hPa,22.6 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Nov,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.1 °C,26.3 °C,21.5 °C,25 °C,22.1 °C,20.6 °C,97%,90%,68%,19 kph,3 kph,39 kph,1011 hPa,988 hPa,964 hPa,49.8 mm
2,30.6 °C,26.2 °C,21.9 °C,24.4 °C,22.3 °C,21.1 °C,97%,89%,65%,14 kph,3 kph,24 kph,1011 hPa,988 hPa,965 hPa,3 mm
3,28.3 °C,25.7 °C,23.1 °C,24.4 °C,23 °C,22.2 °C,97%,93%,79%,13 kph,3 kph,23 kph,1014 hPa,994 hPa,973 hPa,59.9 mm
4,29.8 °C,26.4 °C,23 °C,25 °C,22.7 °C,21.7 °C,96%,87%,69%,14 kph,6 kph,31 kph,1014 hPa,996 hPa,978 hPa,0.3 mm
5,27.4 °C,25.4 °C,23.3 °C,24.4 °C,23 °C,21.7 °C,96%,92%,81%,6 kph,2 kph,13 kph,1014 hPa,997 hPa,980 hPa,3.3 mm
6,29.7 °C,26.3 °C,22.9 °C,24.4 °C,22.4 °C,20.6 °C,96%,86%,69%,11 kph,3 kph,24 kph,1020 hPa,999 hPa,979 hPa,26.4 mm
7,30.4 °C,26.4 °C,22.4 °C,23.3 °C,21.2 °C,20 °C,88%,77%,61%,11 kph,4 kph,21 kph,1018 hPa,999 hPa,979 hPa,0 mm
8,29.8 °C,26 °C,22.2 °C,22.8 °C,21.2 °C,19.4 °C,88%,77%,63%,13 kph,6 kph,24 kph,1018 hPa,1014 hPa,1010 hPa,0 mm
9,31.1 °C,27.3 °C,23.6 °C,22.8 °C,21.2 °C,20 °C,92%,75%,57%,11 kph,6 kph,23 kph,1017 hPa,1013 hPa,1009 hPa,0.3 mm
10,30.4 °C,26.6 °C,22.7 °C,22.8 °C,21.9 °C,20.6 °C,94%,82%,59%,10 kph,4 kph,16 kph,1019 hPa,1014 hPa,1009 hPa,0 mm
11,32 °C,27.3 °C,22.6 °C,24.4 °C,21.9 °C,20.6 °C,93%,77%,54%,6 kph,3 kph,14 kph,1018 hPa,1014 hPa,1009 hPa,0 mm
12,32.8 °C,28.4 °C,24.1 °C,25 °C,22.2 °C,21.1 °C,94%,76%,53%,10 kph,4 kph,21 kph,1017 hPa,1013 hPa,1009 hPa,0 mm
13,30.2 °C,26.4 °C,22.6 °C,23.9 °C,22.3 °C,21.1 °C,94%,85%,69%,13 kph,4 kph,26 kph,1017 hPa,1008 hPa,998 hPa,1 mm
14,32.3 °C,27.2 °C,22 °C,23.3 °C,21.9 °C,20.6 °C,95%,80%,57%,10 kph,4 kph,18 kph,1017 hPa,1005 hPa,993 hPa,0 mm
15,33.2 °C,28.3 °C,23.4 °C,24.4 °C,22.4 °C,21.1 °C,94%,82%,55%,10 kph,3 kph,18 kph,1016 hPa,1011 hPa,1007 hPa,3.8 mm
16,32.4 °C,27.1 °C,21.8 °C,23.9 °C,22.1 °C,20.6 °C,95%,79%,53%,13 kph,5 kph,27 kph,1018 hPa,1012 hPa,1005 hPa,0 mm
17,32.2 °C,27.6 °C,23.1 °C,23.3 °C,22.5 °C,21.7 °C,96%,86%,59%,18 kph,4 kph,35 kph,1015 hPa,996 hPa,976 hPa,7.9 mm
18,27.6 °C,24.9 °C,22.3 °C,24.4 °C,22.4 °C,21.1 °C,95%,89%,82%,11 kph,5 kph,19 kph,1014 hPa,997 hPa,979 hPa,6.1 mm
19,31.4 °C,26.7 °C,22 °C,24.4 °C,22.8 °C,21.1 °C,95%,83%,66%,13 kph,5 kph,26 kph,1015 hPa,1001 hPa,987 hPa,1 mm
20,29.2 °C,26.3 °C,23.6 °C,23.3 °C,22 °C,21.1 °C,90%,81%,70%,13 kph,7 kph,21 kph,1015 hPa,1011 hPa,1007 hPa,0 mm
21,31.9 °C,26.8 °C,21.7 °C,23.3 °C,21.9 °C,20 °C,93%,77%,59%,14 kph,8 kph,27 kph,1016 hPa,1011 hPa,1005 hPa,0 mm
22,32.2 °C,27.4 °C,22.8 °C,22.2 °C,21 °C,19.4 °C,87%,73%,49%,11 kph,8 kph,26 kph,1014 hPa,1010 hPa,1007 hPa,0 mm
23,29.3 °C,26.1 °C,22.9 °C,23.3 °C,22.3 °C,21.1 °C,92%,85%,70%,14 kph,5 kph,29 kph,1015 hPa,1008 hPa,1001 hPa,2 mm
